InChI,RT
"InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-22,24-25,27,44H,6-7,9,11-13,18-19,23,26,28-43H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,24-21-,27-25-",535.64289
"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h9,11,14-17,20-23,42H,6-8,10,12-13,18-19,24-41H2,1-5H3/b11-9-,16-14-,17-15-,22-20-,23-21-",516.591
"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h14-17,20-23,42H,6-13,18-19,24-41H2,1-5H3/b16-14-,17-15-,22-20-,23-21-",537.64752
"InChI=1S/C50H96NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h21,23-24,28,48H,6-20,22,25-27,29-47H2,1-5H3/b24-23-,28-21-",785.1738
"InChI=1S/C48H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-22,24-26,29,31,35,37,46H,6-7,9,11-13,15,17-19,23,27-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,26-21-,31-29-,37-35-",556.58028
"InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-22,24-26,29,31,46H,6-7,9,11-13,15,17-19,23,27-28,30,32-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,26-21-,31-29-",570.05004
"InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-22,24-25,27,44H,6-7,9,11-13,15,17-19,23,26,28-43H2,1-5H3/b10-8-,16-14-,22-20-,24-21-,27-25-",563.7846
"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-22,24,44H,6-7,9,11-13,15,17-19,23,25-43H2,1-5H3/b10-8-,16-14-,22-20-,24-21-",581.91408
"InChI=1S/C46H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20-22,24,44H,6-19,23,25-43H2,1-5H3/b22-20-,24-21-",659.2086
"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,20-23,42H,6-14,16,18-19,24-41H2,1-5H3/b17-15-,22-20-,23-21-",566.93232
"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-",599.3176199999999
"InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-,37-35-",601.2072000000001
"InChI=1S/C48H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-",615.3716999999999
"InChI=1S/C48H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,46H,6-7,9,11-13,15,17-19,21,23,26-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-",658.8192
"InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,31,33,44H,6-7,9,11-13,15,17-19,21,23-24,26,28-30,32,34-43H2,1-5H3/b10-8-,16-14-,22-20-,27-25-,33-31-",578.17128
"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,44H,6-7,9,11-13,15,17-19,21,23-24,26,28-43H2,1-5H3/b10-8-,16-14-,22-20-,27-25-",609.9305999999999
"InChI=1S/C46H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,44H,6-7,9,11-13,15,17-19,21,23-43H2,1-5H3/b10-8-,16-14-,22-20-",633.9942
"InChI=1S/C46H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,44H,6-13,15,17-19,21,23-43H2,1-5H3/b16-14-,22-20-",677.0808
"InChI=1S/C46H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,44H,6-19,21,23-43H2,1-5H3/b22-20-",737.3718
"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,42H,6-14,16,18-20,22,24-41H2,1-5H3/b17-15-,23-21-",613.4219999999999
"InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,42H,6-20,22,24-41H2,1-5H3/b23-21-",654.9251999999999
"InChI=1S/C43H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h14,16,19-22,41H,6-13,15,17-18,23-40H2,1-5H3/b16-14-,21-19-,22-20-",546.19716
"InChI=1S/C47H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48(3,4)5)43-53-46(49)39-37-35-33-31-29-27-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,28,30,34,36,45H,6-7,9,11-13,15,17-19,21,23,26-27,29,31-33,35,37-44H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,30-28-,36-34-",574.69302
"InChI=1S/C45H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24,26,43H,6-7,9,11-13,15,17-19,21,23,25,27-42H2,1-5H3/b10-8-,16-14-,22-20-,26-24-",582.41166
"InChI=1S/C43H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,41H,6-13,15,17-19,21,23-40H2,1-5H3/b16-14-,22-20-",585.12096
"InChI=1S/C43H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-",624.9072
"InChI=1S/C46H76NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10-11,13-14,16-17,19-21,23-24,27,29,33,35,44H,6-7,9,12,15,18,22,25-26,28,30-32,34,36-43H2,1-5H3/b10-8-,13-11-,16-14-,19-17-,21-20-,24-23-,29-27-,35-33-",503.63178
"InChI=1S/C46H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-21,23-24,27,29,33,35,44H,6-7,9,11-13,15,18,22,25-26,28,30-32,34,36-43H2,1-5H3/b10-8-,16-14-,19-17-,21-20-,24-23-,29-27-,35-33-",521.9250000000001
"InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-21,23,25,29,31,42H,6-7,9,11-13,15,18,22,24,26-28,30,32-41H2,1-5H3/b10-8-,16-14-,19-17-,21-20-,25-23-,31-29-",507.76164000000006
"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-21,23,25,42H,6-7,9,11-13,15,18,22,24,26-41H2,1-5H3/b10-8-,16-14-,19-17-,21-20-,25-23-",525.85164
"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16-17,19-21,40H,6-13,15,18,22-39H2,1-5H3/b16-14-,19-17-,21-20-",530.1152099999999
"InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16-19,38H,6-15,20-37H2,1-5H3/b18-16-,19-17-",522.42738
"InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h22-23,46H,6-21,24-45H2,1-5H3/b23-22-",784.5978
"InChI=1S/C48H96NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h46H,6-45H2,1-5H3",795.7596
"InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,27,29,33,35,44H,6-7,9,11-13,15,17-19,22,25-26,28,30-32,34,36-43H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,29-27-,35-33-",552.1293
"InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,27,29,44H,6-7,9,11-13,15,17-19,22,25-26,28,30-43H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,29-27-",565.12548
"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,44H,6-7,9,11-13,15,17-19,22,25-43H2,1-5H3/b10-8-,16-14-,21-20-,24-23-",595.47804
"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23,25,29,31,42H,6-7,9,11-13,15,17-19,22,24,26-28,30,32-41H2,1-5H3/b10-8-,16-14-,21-20-,25-23-,31-29-",534.9893999999999
"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23,25,42H,6-7,9,11-13,15,17-19,22,24,26-41H2,1-5H3/b10-8-,16-14-,21-20-,25-23-",558.2426399999999
"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,42H,6-7,9,11-13,15,17-19,22-41H2,1-5H3/b10-8-,16-14-,21-20-",575.82996
"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,40H,6-7,9,11-13,15,17-19,22-39H2,1-5H3/b10-8-,16-14-,21-20-",534.7753799999999
"InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,20-21,40H,6-13,15,17-19,22-39H2,1-5H3/b16-14-,21-20-",559.56177
"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-",591.69444
"InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3",644.547
"InChI=1S/C41H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h18,20,39H,6-17,19,21-38H2,1-5H3/b20-18-",569.25576
"InChI=1S/C41H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h39H,6-38H2,1-5H3",613.3956
"InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,38H,6-16,18,20-37H2,1-5H3/b19-17-",550.0522199999999
"InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3",587.47824
"InChI=1S/C45H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,26,28,32,34,43H,6-7,9,11-13,15,17-19,22,25,27,29-31,33,35-42H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,28-26-,34-32-",533.20962
"InChI=1S/C43H76NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,28,30,41H,6-7,9,11-13,15,17-19,22,25-27,29,31-40H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,30-28-",518.04066
"InChI=1S/C43H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,41H,6-7,9,11-13,15,17-19,22,25-40H2,1-5H3/b10-8-,16-14-,21-20-,24-23-",538.1072399999999
"InChI=1S/C41H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-19-17-15-13-11-9-7-2/h14,16,20-21,39H,6-13,15,17-19,22-38H2,1-5H3/b16-14-,21-20-",540.3597
"InChI=1S/C41H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-19-17-15-13-11-9-7-2/h20-21,39H,6-19,22-38H2,1-5H3/b21-20-",569.8131000000001
"InChI=1S/C39H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40(3,4)5)35-45-38(41)31-29-27-25-23-21-19-17-15-13-11-9-7-2/h37H,6-36H2,1-5H3",563.11644
"InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,25,27,31,33,42H,6-7,9,11-13,15,17-18,21,24,26,28-30,32,34-41H2,1-5H3/b10-8-,16-14-,20-19-,23-22-,27-25-,33-31-",516.12888
"InChI=1S/C42H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,27,29,40H,6-7,9,11-13,15,17-18,21,24-26,28,30-39H2,1-5H3/b10-8-,16-14-,20-19-,23-22-,29-27-",501.99294
"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,40H,6-7,9,11-13,15,17-18,21,24-39H2,1-5H3/b10-8-,16-14-,20-19-,23-22-",520.56852
"InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h8,10,14,16,19-20,38H,6-7,9,11-13,15,17-18,21-37H2,1-5H3/b10-8-,16-14-,20-19-",502.97868
"InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h14,16,19-20,38H,6-13,15,17-18,21-37H2,1-5H3/b16-14-,20-19-",521.59233
"InChI=1S/C38H74NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h16,18,36H,6-15,17,19-35H2,1-5H3/b18-16-",514.3731600000001
"InChI=1S/C38H76NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h36H,6-35H2,1-5H3",541.8820800000001
"InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h34H,6-33H2,1-5H3",507.97854000000007
"InChI=1S/C48H93NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-27-28-30-32-34-36-38-40-42-44-48(52)49-46(45-50)47(51)43-41-39-37-35-33-31-29-18-16-14-12-10-8-6-4-2/h24-25,41,43,46-47,50-51H,3-23,26-40,42,44-45H2,1-2H3,(H,49,52)/b25-24-,43-41+",826.2696
"InChI=1S/C46H89NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-42-46(50)47-44(43-48)45(49)41-39-37-35-33-31-29-27-18-16-14-12-10-8-6-4-2/h24-25,39,41,44-45,48-49H,3-23,26-38,40,42-43H2,1-2H3,(H,47,50)/b25-24-,41-39+",811.8774
"InChI=1S/C46H91NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-42-46(50)47-44(43-48)45(49)41-39-37-35-33-31-29-27-18-16-14-12-10-8-6-4-2/h39,41,44-45,48-49H,3-38,40,42-43H2,1-2H3,(H,47,50)/b41-39+",826.3716
"InChI=1S/C45H89NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-27-29-31-33-35-37-39-41-45(49)46-43(42-47)44(48)40-38-36-34-32-30-28-26-18-16-14-12-10-8-6-4-2/h38,40,43-44,47-48H,3-37,39,41-42H2,1-2H3,(H,46,49)/b40-38+",819.381
"InChI=1S/C44H85NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h22-23,37,39,42-43,46-47H,3-21,24-36,38,40-41H2,1-2H3,(H,45,48)/b23-22-,39-37+",798.9341999999999
"InChI=1S/C44H87NO3/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h37,39,42-43,46-47H,3-36,38,40-41H2,1-2H3,(H,45,48)/b39-37+",811.8438
"InChI=1S/C38H75NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37(41)36(35-40)39-38(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31,33,36-37,40-41H,3-30,32,34-35H2,1-2H3,(H,39,42)/b33-31+",731.622
"InChI=1S/C44H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h23-24,29,31,37,39,42-43,46-47H,3-22,25-28,30,32-36,38,40-41H2,1-2H3,(H,45,48)/b24-23-,31-29+,39-37+",787.7298000000001
"InChI=1S/C44H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h29,31,37,39,42-43,46-47H,3-28,30,32-36,38,40-41H2,1-2H3,(H,45,48)/b31-29+,39-37+",800.5632
"InChI=1S/C43H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h22-23,28,30,36,38,41-42,45-46H,3-21,24-27,29,31-35,37,39-40H2,1-2H3,(H,44,47)/b23-22-,30-28+,38-36+",778.9272
"InChI=1S/C43H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h28,30,36,38,41-42,45-46H,3-27,29,31-35,37,39-40H2,1-2H3,(H,44,47)/b30-28+,38-36+",794.1641999999999
