InChI,RT
"InChI=1S/C47H81O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,28,30,39,42-47,50-54H,3-4,6,8-10,12,14-16,18,20-21,23,25-27,29,31-38H2,1-2H3,(H,55,56)/b7-5-,13-11-,19-17-,24-22-,30-28-",508.07505
"InChI=1S/C47H83O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,39,42-47,50-54H,3-4,6,8-10,12,14-16,18,20-21,23,25-38H2,1-2H3,(H,55,56)/b7-5-,13-11-,19-17-,24-22-",525.2509799999999
"InChI=1S/C47H85O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,39,42-47,50-54H,3-4,6,8-10,12,14-16,18,20-38H2,1-2H3,(H,55,56)/b7-5-,13-11-,19-17-",534.7887599999999
"InChI=1S/C45H83O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)55-35-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)57-39(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,18,20,37,40-45,48-52H,3-11,13,15-17,19,21-36H2,1-2H3,(H,53,54)/b14-12-,20-18-",526.38684
"InChI=1S/C45H85O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)55-35-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)57-39(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18,20,37,40-45,48-52H,3-17,19,21-36H2,1-2H3,(H,53,54)/b20-18-",547.8996
"InChI=1S/C46H79O13P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-40(48)58-38(37-57-60(54,55)59-46-44(52)42(50)41(49)43(51)45(46)53)36-56-39(47)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21,23,27,29,38,41-46,49-53H,3-4,6,8-10,12,14-16,18,20,22,24-26,28,30-37H2,1-2H3,(H,54,55)/b7-5-,13-11-,19-17-,23-21-,29-27-",495.54432
"InChI=1S/C46H81O13P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-40(48)58-38(37-57-60(54,55)59-46-44(52)42(50)41(49)43(51)45(46)53)36-56-39(47)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21,23,38,41-46,49-53H,3-4,6,8-10,12,14-16,18,20,22,24-37H2,1-2H3,(H,54,55)/b7-5-,13-11-,19-17-,23-21-",509.63226
"InChI=1S/C44H81O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)56-36(35-55-58(52,53)57-44-42(50)40(48)39(47)41(49)43(44)51)34-54-37(45)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,36,39-44,47-51H,3-10,12,14-16,18,20-35H2,1-2H3,(H,52,53)/b13-11-,19-17-",509.39958
"InChI=1S/C47H79O13P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,30,32,39,42-47,50-54H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-38H2,1-2H3,(H,55,56)/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-",494.80236
"InChI=1S/C45H77O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,26,28,37,40-45,48-52H,3-4,6,8-10,12,14-16,19,21,23-25,27,29-36H2,1-2H3,(H,53,54)/b7-5-,13-11-,18-17-,22-20-,28-26-",485.06094
"InChI=1S/C45H79O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,37,40-45,48-52H,3-4,6,8-10,12,14-16,19,21,23-36H2,1-2H3,(H,53,54)/b7-5-,13-11-,18-17-,22-20-",498.10014
"InChI=1S/C45H81O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,37,40-45,48-52H,3-4,6,8-10,12,14-16,19-36H2,1-2H3,(H,53,54)/b7-5-,13-11-,18-17-",507.64065
"InChI=1S/C43H79O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,35,38-43,46-50H,3-10,12,14-16,19-34H2,1-2H3,(H,51,52)/b13-11-,18-17-",498.0990900000001
"InChI=1S/C43H81O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,35,38-43,46-50H,3-16,19-34H2,1-2H3,(H,51,52)/b18-17-",514.64946
"InChI=1S/C43H83O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h35,38-43,46-50H,3-34H2,1-2H3,(H,51,52)",541.7658
"InChI=1S/C41H77O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(42)51-31-33(32-52-55(49,50)54-41-39(47)37(45)36(44)38(46)40(41)48)53-35(43)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,33,36-41,44-48H,3-13,15,17-32H2,1-2H3,(H,49,50)/b16-14-",491.89968
"InChI=1S/C41H79O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(42)51-31-33(32-52-55(49,50)54-41-39(47)37(45)36(44)38(46)40(41)48)53-35(43)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h33,36-41,44-48H,3-32H2,1-2H3,(H,49,50)",510.6864
"InChI=1S/C50H75O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-49(53)57-45-48(46-59-61(55,56)58-44-47(52)43-51)60-50(54)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,35-38,47-48,51-52H,3-4,9-10,15-16,21-22,27-28,33-34,39-46H2,1-2H3,(H,55,56)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,37-35-,38-36-",469.6926
"InChI=1S/C50H77O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-49(53)57-45-48(46-59-61(55,56)58-44-47(52)43-51)60-50(54)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,36,38,47-48,51-52H,3-4,9-10,15-16,21-22,27-28,33-35,37,39-46H2,1-2H3,(H,55,56)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,38-36-",476.28936
"InChI=1S/C50H79O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-49(53)57-45-48(46-59-61(55,56)58-44-47(52)43-51)60-50(54)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,47-48,51-52H,3-4,9-10,15-16,21-22,27-28,33-46H2,1-2H3,(H,55,56)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-",480.59334
"InChI=1S/C50H83O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-49(53)57-45-48(46-59-61(55,56)58-44-47(52)43-51)60-50(54)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,47-48,51-52H,3-4,9-10,15-16,21-22,27-46H2,1-2H3,(H,55,56)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-",505.87056000000007
"InChI=1S/C48H73O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27-28,30-31,33-34,36,45-46,49-50H,3-4,9-10,15-16,21,23,26,29,32,35,37-44H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-,30-28-,33-31-,36-34-",459.87936
"InChI=1S/C48H75O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27-28,30,34,36,45-46,49-50H,3-4,9-10,15-16,21,23,26,29,31-33,35,37-44H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-,30-28-,36-34-",471.86712
"InChI=1S/C48H77O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27-28,30,45-46,49-50H,3-4,9-10,15-16,21,23,26,29,31-44H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-,30-28-",483.08544
"InChI=1S/C48H79O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27,45-46,49-50H,3-4,9-10,15-16,21,23,26,28-44H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-",490.60632
"InChI=1S/C46H75O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-45(49)53-41-44(42-55-57(51,52)54-40-43(48)39-47)56-46(50)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,43-44,47-48H,3-4,9-10,15-16,21-22,27-42H2,1-2H3,(H,51,52)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-",474.4644
"InChI=1S/C48H77O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24,28,30,34,36,45-46,49-50H,3-4,9-10,15-16,21,23,25-27,29,31-33,35,37-44H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,30-28-,36-34-",482.99028
"InChI=1S/C46H75O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-19,21-23,26,28,32,34,43-44,47-48H,3-4,6,8-10,15-16,20,24-25,27,29-31,33,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,14-12-,19-17-,22-21-,23-18-,28-26-,34-32-",473.16666
"InChI=1S/C44H73O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-19,21-22,24,28,30,41-42,45-46H,3-4,6,8-10,15-16,20,23,25-27,29,31-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,14-12-,19-17-,21-18-,24-22-,30-28-",464.42196
"InChI=1S/C44H75O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-19,21-22,24,41-42,45-46H,3-4,6,8-10,15-16,20,23,25-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,14-12-,19-17-,21-18-,24-22-",476.54886
"InChI=1S/C42H75O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,39-40,43-44H,3-10,15-16,21-38H2,1-2H3,(H,47,48)/b13-11-,14-12-,19-17-,20-18-",476.36556
"InChI=1S/C46H77O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-23,26,28,32,34,43-44,47-48H,3-4,6,8-10,12,14-16,20,24-25,27,29-31,33,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,23-18-,28-26-,34-32-",487.1709
"InChI=1S/C46H79O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-23,26,28,43-44,47-48H,3-4,6,8-10,12,14-16,20,24-25,27,29-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,23-18-,28-26-",491.31456
"InChI=1S/C46H81O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-23,43-44,47-48H,3-4,6,8-10,12,14-16,20,24-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,23-18-",505.14432
"InChI=1S/C44H77O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-22,24,41-42,45-46H,3-4,6,8-10,12,14-16,20,23,25-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,21-18-,24-22-",488.84661
"InChI=1S/C44H79O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21,41-42,45-46H,3-4,6,8-10,12,14-16,20,22-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,21-18-",497.60802
"InChI=1S/C42H77O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,17-20,39-40,43-44H,3-11,13,15-16,21-38H2,1-2H3,(H,47,48)/b14-12-,19-17-,20-18-",490.44894
"InChI=1S/C42H79O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,39-40,43-44H,3-16,21-38H2,1-2H3,(H,47,48)/b19-17-,20-18-",516.16044
"InChI=1S/C46H79O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,43-44,47-48H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-",527.0466
"InChI=1S/C44H79O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,41-42,45-46H,3-4,6,8-10,12,14-16,18,20-21,23,25-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,24-22-",527.90202
"InChI=1S/C42H79O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,18,20,39-40,43-44H,3-11,13,15-17,19,21-38H2,1-2H3,(H,47,48)/b14-12-,20-18-",527.84571
"InChI=1S/C42H81O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18,20,39-40,43-44H,3-17,19,21-38H2,1-2H3,(H,47,48)/b20-18-",550.81146
"InChI=1S/C40H73O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13-14,16-18,37-38,41-42H,3-10,12,15,19-36H2,1-2H3,(H,45,46)/b13-11-,16-14-,18-17-",480.07611
"InChI=1S/C38H71O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-37(41)45-33-36(34-47-49(43,44)46-32-35(40)31-39)48-38(42)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,35-36,39-40H,3-12,17-34H2,1-2H3,(H,43,44)/b15-13-,16-14-",480.02154
"InChI=1S/C44H75O10P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,30,32,41-42,45-46H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-",497.87052
"InChI=1S/C44H77O10P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,41-42,45-46H,3-4,6,8-10,12,14-16,19,22-23,25,27-40H2,1-2H3,(H,49,50)/b7-5-,13-11-,18-17-,21-20-,26-24-",503.91462
"InChI=1S/C42H73O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,26,28,39-40,43-44H,3-4,6,8-10,12,14-16,19,21,23-25,27,29-38H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,22-20-,28-26-",488.12496
"InChI=1S/C42H75O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,39-40,43-44H,3-4,6,8-10,12,14-16,19,21,23-38H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,22-20-",494.59641
"InChI=1S/C42H77O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,39-40,43-44H,3-4,6,8-10,12,14-16,19-38H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-",509.15796
"InChI=1S/C42H79O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h11,13,17-18,39-40,43-44H,3-10,12,14-16,19-38H2,1-2H3,(H,47,48)/b13-11-,18-17-",526.92918
"InChI=1S/C40H75O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37-38,41-42H,3-10,12,14-16,19-36H2,1-2H3,(H,45,46)/b13-11-,18-17-",493.97709
"InChI=1S/C40H77O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37-38,41-42H,3-16,19-36H2,1-2H3,(H,45,46)/b18-17-",518.817
"InChI=1S/C40H79O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h37-38,41-42H,3-36H2,1-2H3,(H,45,46)",546.64332
"InChI=1S/C38H73O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-37(41)45-33-36(34-47-49(43,44)46-32-35(40)31-39)48-38(42)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,35-36,39-40H,3-13,15,17-34H2,1-2H3,(H,43,44)/b16-14-",495.30699
"InChI=1S/C38H75O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-37(41)45-33-36(34-47-49(43,44)46-32-35(40)31-39)48-38(42)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35-36,39-40H,3-34H2,1-2H3,(H,43,44)",514.70016
"InChI=1S/C36H71O10P/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-36(40)46-34(32-45-47(41,42)44-30-33(38)29-37)31-43-35(39)27-25-23-21-19-17-14-12-10-8-6-4-2/h33-34,37-38H,3-32H2,1-2H3,(H,41,42)",490.85844
"InChI=1S/C27H54NO8P/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-27(30)36-25(23-33-26(29)19-4-2)24-35-37(31,32)34-22-21-28/h25H,3-24,28H2,1-2H3,(H,31,32)",447.03606
"InChI=1S/C49H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-48(51)55-45-47(46-57-59(53,54)56-44-43-50)58-49(52)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,36,38,47H,3-4,9-10,15-16,21-22,27-28,33-35,37,39-46,50H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,38-36-",537.7011600000001
"InChI=1S/C49H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-48(51)55-45-47(46-57-59(53,54)56-44-43-50)58-49(52)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,30,32,36,38,47H,3-4,9-10,15-16,21-22,27-29,31,33-35,37,39-46,50H2,1-2H3,(H,53,54)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,32-30-,38-36-",562.4152799999999
"InChI=1S/C49H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-48(51)55-45-47(46-57-59(53,54)56-44-43-50)58-49(52)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h6,8,11-14,17-20,23-26,30,32,36,38,47H,3-5,7,9-10,15-16,21-22,27-29,31,33-35,37,39-46,50H2,1-2H3,(H,53,54)/b8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,32-30-,38-36-",597.6495
"InChI=1S/C47H72NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27-28,30-31,33-34,36,45H,3-4,9-10,15-16,21,23,26,29,32,35,37-44,48H2,1-2H3,(H,51,52)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-,30-28-,33-31-,36-34-",512.8748400000001
"InChI=1S/C47H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24-25,27-28,30,34,36,45H,3-4,9-10,15-16,21,23,26,29,31-33,35,37-44,48H2,1-2H3,(H,51,52)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,27-25-,30-28-,36-34-",531.99306
